job_dir,ckpt_epoch,regime_name,forward_steps,alpha,terminal_angle_mean_deg,terminal_angle_median_deg,terminal_angle_p25_deg,terminal_angle_p75_deg,nn_preterminal_angle_mean_deg,nn_terminal_angle_mean_deg,projector_delta_mean_deg,projector_delta_improvement_mean_deg,terminal_cdf_auc,nn_capture_auc,kappa_mean,curvature_mean_deg,nn_preterminal_capture_mass_tau60,nn_terminal_capture_mass_tau60,terminal_cdf_mass_tau60,fid_light,official_fid
sphere-small-small-cifar-10-32px-a80-pilot,ep0024,shared-fixed,4,80,55.6046257019043,55.60295486450195,53.16477584838867,57.90830612182617,83.82418060302734,73.2328109741211,10.59136962890625,12.274985313415527,0.12101606889204546,0.0007657137784090909,0.7854925394058228,74.3623275756836,0.0,0.005615234375,0.885498046875,55.60465,
sphere-small-small-cifar-10-32px-a80-pilot,ep0074,shared-fixed,4,80,55.85130310058594,55.658302307128906,53.65723419189453,57.72637176513672,83.86094665527344,73.11968231201172,10.741264343261719,12.363828659057615,0.12381258877840909,0.001065340909090909,0.780417263507843,72.58941650390625,0.0,0.0078125,0.907958984375,50.06932,19.9076
sphere-small-small-cifar-10-32px-a80-no-lat-con-causal,ep0024,shared-fixed,4,80,55.838134765625,55.49753952026367,52.55972290039063,58.77124786376953,83.89470672607422,73.10868835449219,10.786018371582031,12.375036239624023,0.11066228693181818,0.004194779829545455,0.8169735670089722,75.85327911376953,0.0,0.0302734375,0.80712890625,54.21166,
sphere-small-small-cifar-10-32px-a80-no-lat-con-causal,ep0074,shared-fixed,4,80,52.352081298828125,52.480735778808594,49.6447868347168,54.97130584716797,84.20061492919922,75.58361053466797,8.61700439453125,9.891656875610352,0.14089133522727273,0.0006325461647727273,0.8246423006057739,75.06198120117188,0.0,0.004638671875,0.96875,49.72994,22.8739
sphere-small-small-cifar-10-32px-a80-no_pix_con-causal,ep0024,shared-fixed,4,80,63.24676513671875,63.21598815917969,61.08382415771485,65.26055908203125,83.19515228271484,68.86687469482422,14.328277587890625,16.687076568603516,0.021007191051136364,0.008922230113636364,0.7125797271728516,75.32176971435547,0.0,0.06005859375,0.154052734375,56.86056,
sphere-small-small-cifar-10-32px-a80-no_pix_con-causal,ep0074,shared-fixed,4,80,62.539337158203125,62.66567993164063,60.22573852539063,64.86775207519531,83.37948608398438,69.9801254272461,13.399360656738281,15.518014907836914,0.03146084872159091,0.004993785511363636,0.7124137878417969,72.96769714355469,0.0,0.03369140625,0.230712890625,51.0529,24.5609
sphere-small-small-cifar-10-32px-a80-recon_only-causal,ep0024,shared-fixed,4,80,62.26858139038086,62.07135391235352,59.86018371582031,64.39080810546875,83.36300659179688,69.92665100097656,13.436355590820312,15.63604736328125,0.03628817471590909,0.008977716619318182,0.7447599768638611,76.4337158203125,0.0,0.05908203125,0.26611328125,59.32284,
sphere-small-small-cifar-10-32px-a80-recon_only-causal,ep0074,shared-fixed,4,80,62.842681884765625,62.65740585327149,60.64665603637695,64.83761596679688,83.42320251464844,69.47664642333984,13.946556091308594,16.051727294921875,0.025601473721590908,0.006392045454545455,0.7467261552810669,76.0917739868164,0.0,0.04541015625,0.187744140625,52.46278,21.4716
